,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
9581,HD7_S19_L004_contig_900,Unassigned,Unassigned,Unassigned,1230_0,Clustered,13,VC_1230_0,13,0.3107,0.99999997,0.3107,1,1,1,1.0
9582,HD7_S19_L004_contig_948,Unassigned,Unassigned,Unassigned,326_0,Clustered,3,VC_326_0,3,0.3248,0.94678125,0.3075,1,1,1,1.0
9583,HD7_S19_L004_contig_962,Unassigned,Unassigned,Unassigned,238_0,Clustered,15,VC_238_0,15,0.3675,1.0,0.3675,1,1,1,1.0
9584,HD7_S19_L004_contig_97,Unassigned,Unassigned,Unassigned,2792_0,Clustered,2,VC_2792_0,2,0.4322,0.93555746,0.4044,1,1,1,1.0
9585,HD8_S21_L004_contig_1000,Unassigned,Unassigned,Unassigned,1708_0,Clustered,8,VC_1708_0,8,0.4535,0.99999997,0.4535,1,1,1,1.0
9586,HD8_S21_L004_contig_1022,Unassigned,Unassigned,Unassigned,2495_0,Clustered,4,VC_2495_0,4,0.9731,0.96662349,0.9406,1,1,1,1.0
9587,HD8_S21_L004_contig_1049,Unassigned,Unassigned,Unassigned,795_0,Clustered,3,VC_795_0,3,0.3082,0.99663123,0.3071,1,1,1,1.0
9588,HD8_S21_L004_contig_1051,Unassigned,Unassigned,Unassigned,1591_0,Clustered,12,VC_1591_0,12,0.7224,1.0,0.7224,1,1,1,1.0
9589,HD8_S21_L004_contig_1058,Unassigned,Unassigned,Unassigned,1536_0,Clustered,2,VC_1536_0,2,0.1829,0.9462552,0.1731,1,1,1,1.0
9590,HD8_S21_L004_contig_1063,Unassigned,Unassigned,Unassigned,2124_0,Clustered,3,VC_2124_0,3,0.3886,0.99559298,0.3869,1,1,1,1.0
9591,HD8_S21_L004_contig_1071,Unassigned,Unassigned,Unassigned,1177_0,Clustered,2,VC_1177_0,2,0.257,0.94520071,0.2429,1,1,1,1.0
9592,HD8_S21_L004_contig_1072,Unassigned,Unassigned,Unassigned,2890_0,Clustered,4,VC_2890_0,4,0.531,0.79930642,0.4244,1,1,1,1.0
9593,HD8_S21_L004_contig_1104,Unassigned,Unassigned,Unassigned,2_0,Clustered,6,VC_2_0,6,0.1295,1.0,0.1295,2,2,2,0.6667
9594,HD8_S21_L004_contig_1151,Unassigned,Unassigned,Unassigned,2055_0,Clustered,4,VC_2055_0,4,0.3785,0.99983483,0.3785,1,1,1,1.0
9595,HD8_S21_L004_contig_1209,Unassigned,Unassigned,Unassigned,3882_0,Clustered,2,VC_3882_0,2,1.0,1.0,1.0,1,1,1,1.0
9596,HD8_S21_L004_contig_1246,Unassigned,Unassigned,Unassigned,1810_0,Clustered,4,VC_1810_0,4,0.6781,0.99987744,0.678,1,1,1,1.0
9597,HD8_S21_L004_contig_1251,Unassigned,Unassigned,Unassigned,298_0,Clustered,9,VC_298_0,9,0.1145,0.99999999,0.1145,1,1,1,1.0
9598,HD8_S21_L004_contig_1266,Unassigned,Unassigned,Unassigned,1917_0,Clustered,2,VC_1917_0,2,0.4518,0.92948418,0.42,1,1,1,1.0
9599,HD8_S21_L004_contig_1268,Unassigned,Unassigned,Unassigned,3652_0,Clustered,2,VC_3652_0,2,0.4137,0.81445332,0.337,1,1,1,1.0
9600,HD8_S21_L004_contig_1270,Unassigned,Unassigned,Unassigned,2442_0,Clustered,3,VC_2442_0,3,0.71,0.99470823,0.7062,1,1,1,1.0
9601,HD8_S21_L004_contig_1274,Unassigned,Unassigned,Unassigned,804_1,Clustered,2,VC_804_1,2,0.0161,0.86882513,0.014,1,1,1,1.0
9602,HD8_S21_L004_contig_1281,Unassigned,Unassigned,Unassigned,2980_0,Clustered,2,VC_2980_0,2,0.0452,0.5767747,0.0261,1,1,1,1.0
9603,HD8_S21_L004_contig_1287,Unassigned,Unassigned,Unassigned,2683_0,Clustered,2,VC_2683_0,2,0.3672,0.92921057,0.3412,1,1,1,1.0
9604,HD8_S21_L004_contig_131,Unassigned,Unassigned,Unassigned,419_0,Clustered,3,VC_419_0,3,0.2664,0.78116449,0.2081,1,1,1,1.0
9605,HD8_S21_L004_contig_1312,Unassigned,Unassigned,Unassigned,1935_0,Clustered,6,VC_1935_0,6,0.8803,0.79530226,0.7001,1,1,1,1.0
9606,HD8_S21_L004_contig_1317,Unassigned,Unassigned,Unassigned,904_2,Clustered/Singleton,1,VC_904_2,1,0.0,1.0,0.0,1,1,1,1.0
9607,HD8_S21_L004_contig_132,Unassigned,Unassigned,Unassigned,2100_0,Clustered,4,VC_2100_0,4,0.4965,0.99998147,0.4965,1,1,1,1.0
9608,HD8_S21_L004_contig_134,Unassigned,Unassigned,Unassigned,2114_0,Clustered,15,VC_2114_0,15,0.6512,1.0,0.6512,1,1,1,1.0
9609,HD8_S21_L004_contig_1367,Unassigned,Unassigned,Unassigned,238_0,Clustered,15,VC_238_0,15,0.3675,1.0,0.3675,1,1,1,1.0
9610,HD8_S21_L004_contig_1384,Unassigned,Unassigned,Unassigned,2641_0,Clustered,3,VC_2641_0,3,0.757,0.5,0.3785,1,1,1,1.0
9611,HD8_S21_L004_contig_1398,Unassigned,Unassigned,Unassigned,749_0,Clustered,28,VC_749_0,28,0.2308,1.0,0.2308,1,1,1,0.8942
9612,HD8_S21_L004_contig_140,Unassigned,Unassigned,Unassigned,506_0,Clustered,11,VC_506_0,11,0.3727,1.0,0.3727,1,1,1,0.8909
9613,HD8_S21_L004_contig_1401,Unassigned,Unassigned,Unassigned,3842_0,Clustered,2,VC_3842_0,2,1.0,1.0,1.0,1,1,1,1.0
9614,HD8_S21_L004_contig_1404,Unassigned,Unassigned,Unassigned,459_0,Clustered,3,VC_459_0,3,0.6729,0.99368328,0.6686,1,1,1,1.0
9615,HD8_S21_L004_contig_1452,Unassigned,Unassigned,Unassigned,2160_0,Clustered,4,VC_2160_0,4,0.9414,0.99289298,0.9347,1,1,1,1.0
9616,HD8_S21_L004_contig_148,Unassigned,Unassigned,Unassigned,3865_0,Clustered,2,VC_3865_0,2,1.0,1.0,1.0,1,1,1,1.0
9617,HD8_S21_L004_contig_1486,Unassigned,Unassigned,Unassigned,1790_0,Clustered,2,VC_1790_0,2,0.0147,0.55300465,0.0081,1,1,1,1.0
9618,HD8_S21_L004_contig_1490,Unassigned,Unassigned,Unassigned,966_0,Clustered,50,VC_966_0,50,0.5563,1.0,0.5563,1,1,1,1.0
9619,HD8_S21_L004_contig_153,Unassigned,Unassigned,Unassigned,3883_0,Clustered,2,VC_3883_0,2,1.0,1.0,1.0,1,1,1,1.0
9620,HD8_S21_L004_contig_154,Unassigned,Unassigned,Unassigned,1828_0,Clustered,2,VC_1828_0,2,0.1741,0.6381632,0.1111,1,1,1,1.0
9621,HD8_S21_L004_contig_1550,Unassigned,Unassigned,Unassigned,2095_0,Clustered,3,VC_2095_0,3,1.0,1.0,1.0,1,1,1,1.0
9622,HD8_S21_L004_contig_1563,Unassigned,Unassigned,Unassigned,690_1,Clustered,2,VC_690_1,2,0.0908,0.95416477,0.0867,1,1,1,1.0
9623,HD8_S21_L004_contig_1565,Unassigned,Unassigned,Unassigned,2080_0,Clustered,4,VC_2080_0,4,0.1417,0.99954339,0.1416,1,1,1,1.0
9624,HD8_S21_L004_contig_1580,Unassigned,Unassigned,Unassigned,2787_0,Clustered,3,VC_2787_0,3,0.736,0.5,0.368,1,1,1,1.0
9625,HD8_S21_L004_contig_1599,Unassigned,Unassigned,Unassigned,541_0,Clustered,22,VC_541_0,22,0.4486,1.0,0.4486,1,1,1,0.9221
9626,HD8_S21_L004_contig_1601,Unassigned,Unassigned,Unassigned,1974_0,Clustered,23,VC_1974_0,23,0.4343,1.0,0.4343,1,1,1,0.9684
9627,HD8_S21_L004_contig_1622,Unassigned,Unassigned,Unassigned,1417_0,Clustered,3,VC_1417_0,3,0.1892,0.99794092,0.1888,1,1,1,1.0
9628,HD8_S21_L004_contig_1629,Unassigned,Unassigned,Unassigned,2496_0,Clustered,3,VC_2496_0,3,0.7142,0.98887725,0.7063,1,1,1,1.0
9629,HD8_S21_L004_contig_1634,Unassigned,Unassigned,Unassigned,691_0,Clustered,2,VC_691_0,2,0.1293,0.92735456,0.1199,1,1,1,1.0
9630,HD8_S21_L004_contig_1636,Unassigned,Unassigned,Unassigned,2651_0,Clustered,4,VC_2651_0,4,0.6779,0.99588049,0.6751,1,1,1,1.0
9631,HD8_S21_L004_contig_1639,Unassigned,Unassigned,Unassigned,821_0,Clustered,2,VC_821_0,2,0.3137,0.94966751,0.2979,1,1,1,1.0
9632,HD8_S21_L004_contig_1672,Unassigned,Unassigned,Unassigned,3045_0,Clustered,3,VC_3045_0,3,0.7899,0.613585,0.4846,1,1,1,1.0
9633,HD8_S21_L004_contig_1704,Unassigned,Unassigned,Unassigned,1696_0,Clustered,4,VC_1696_0,4,0.7176,0.94432656,0.6776,1,1,1,1.0
9634,HD8_S21_L004_contig_1717,Unassigned,Unassigned,Unassigned,3704_0,Clustered,3,VC_3704_0,3,0.3318,0.82372893,0.2733,1,1,1,1.0
9635,HD8_S21_L004_contig_1738,Unassigned,Unassigned,Unassigned,728_0,Clustered,4,VC_728_0,4,0.5941,0.99433382,0.5908,1,1,1,1.0
9636,HD8_S21_L004_contig_1739,Unassigned,Unassigned,Unassigned,433_0,Clustered,4,VC_433_0,4,0.3783,0.99939348,0.3781,1,1,1,1.0
9637,HD8_S21_L004_contig_1778,Unassigned,Unassigned,Unassigned,3591_0,Clustered,2,VC_3591_0,2,0.3944,0.9362615,0.3693,1,1,1,1.0
9638,HD8_S21_L004_contig_1797,Unassigned,Unassigned,Unassigned,3418_0,Clustered,4,VC_3418_0,4,0.8919,0.99594344,0.8883,1,1,1,1.0
9639,HD8_S21_L004_contig_1824,Unassigned,Unassigned,Unassigned,2145_0,Clustered,5,VC_2145_0,5,0.1887,0.74293605,0.1402,1,1,1,1.0
9640,HD8_S21_L004_contig_183,Unassigned,Unassigned,Unassigned,245_0,Clustered,10,VC_245_0,10,0.4844,1.0,0.4844,1,1,1,1.0
9641,HD8_S21_L004_contig_1839,Unassigned,Unassigned,Unassigned,3340_0,Clustered,3,VC_3340_0,3,0.7882,0.9906832,0.7809,1,1,1,1.0
9642,HD8_S21_L004_contig_1878,Unassigned,Unassigned,Unassigned,2530_0,Clustered,5,VC_2530_0,5,0.6259,0.99999826,0.6259,1,1,1,0.7
9643,HD8_S21_L004_contig_1887,Unassigned,Unassigned,Unassigned,893_0,Clustered,11,VC_893_0,11,0.4761,1.0,0.4761,1,1,1,0.9455
9644,HD8_S21_L004_contig_1898,Unassigned,Unassigned,Unassigned,2001_0,Clustered,2,VC_2001_0,2,0.1533,0.5,0.0767,1,1,1,1.0
9645,HD8_S21_L004_contig_1905,Unassigned,Unassigned,Unassigned,2159_0,Clustered,8,VC_2159_0,8,0.5355,1.0,0.5355,1,1,1,0.9643
9646,HD8_S21_L004_contig_1954,Unassigned,Unassigned,Unassigned,2771_0,Clustered,4,VC_2771_0,4,0.6957,0.99661675,0.6933,1,1,1,1.0
9647,HD8_S21_L004_contig_1999,Unassigned,Unassigned,Unassigned,2491_0,Clustered,3,VC_2491_0,3,0.6119,0.95931944,0.587,1,1,1,0.6667
9648,HD8_S21_L004_contig_2000,Unassigned,Unassigned,Unassigned,2093_0,Clustered,10,VC_2093_0,10,0.2297,0.99890513,0.2294,1,1,1,1.0
9649,HD8_S21_L004_contig_2046,Unassigned,Unassigned,Unassigned,1685_0,Clustered,5,VC_1685_0,5,0.132,0.99999189,0.132,1,1,1,1.0
9650,HD8_S21_L004_contig_2048,Unassigned,Unassigned,Unassigned,2867_0,Clustered,3,VC_2867_0,3,0.9234,0.97408504,0.8995,1,1,1,1.0
9651,HD8_S21_L004_contig_2059,Unassigned,Unassigned,Unassigned,637_0,Clustered,11,VC_637_0,11,0.5746,1.0,0.5746,1,1,1,1.0
9652,HD8_S21_L004_contig_2062,Unassigned,Unassigned,Unassigned,54_0,Clustered,28,VC_54_0,28,0.5928,1.0,0.5928,1,1,1,0.9947
9653,HD8_S21_L004_contig_2080,Unassigned,Unassigned,Unassigned,2596_0,Clustered,4,VC_2596_0,4,0.5584,0.99531262,0.5558,1,1,1,1.0
9654,HD8_S21_L004_contig_2086,Unassigned,Unassigned,Unassigned,2115_0,Clustered,3,VC_2115_0,3,0.2945,0.99288717,0.2924,1,1,1,1.0
9655,HD8_S21_L004_contig_2123,Unassigned,Unassigned,Unassigned,3765_0,Clustered,2,VC_3765_0,2,0.9767,0.5,0.4884,1,1,1,1.0
9656,HD8_S21_L004_contig_2125,Unassigned,Unassigned,Unassigned,1690_0,Clustered,8,VC_1690_0,8,0.6804,1.0,0.6804,1,1,1,1.0
9657,HD8_S21_L004_contig_2127,Unassigned,Unassigned,Unassigned,3830_0,Clustered,7,VC_3830_0,7,0.9015,0.55456446,0.4999,1,1,1,1.0
9658,HD8_S21_L004_contig_2141,Unassigned,Unassigned,Unassigned,1274_0,Clustered,6,VC_1274_0,6,0.5171,1.0,0.5171,1,1,1,1.0
9659,HD8_S21_L004_contig_2163,Unassigned,Unassigned,Unassigned,54_0,Clustered,28,VC_54_0,28,0.5928,1.0,0.5928,1,1,1,0.9947
9660,HD8_S21_L004_contig_2198,Unassigned,Unassigned,Unassigned,185_0,Clustered,10,VC_185_0,10,0.6772,1.0,0.6772,1,1,1,0.8889
9661,HD8_S21_L004_contig_2260,Unassigned,Unassigned,Unassigned,3617_0,Clustered,3,VC_3617_0,3,0.978,0.81445332,0.7966,1,1,1,1.0
9662,HD8_S21_L004_contig_2269,Unassigned,Unassigned,Unassigned,2996_0,Clustered,3,VC_2996_0,3,0.7225,0.99373207,0.718,1,1,1,1.0
9663,HD8_S21_L004_contig_2298,Unassigned,Unassigned,Unassigned,927_0,Clustered,7,VC_927_0,7,0.1476,1.0,0.1476,1,1,1,0.9048
9664,HD8_S21_L004_contig_231,Unassigned,Unassigned,Unassigned,1854_0,Clustered,29,VC_1854_0,29,0.6327,1.0,0.6327,1,1,1,0.9212
9665,HD8_S21_L004_contig_2317,Unassigned,Unassigned,Unassigned,1124_0,Clustered,17,VC_1124_0,17,0.6301,1.0,0.6301,1,1,1,0.9412
9666,HD8_S21_L004_contig_2332,Unassigned,Unassigned,Unassigned,105_0,Clustered,2,VC_105_0,2,0.0227,0.77525226,0.0176,1,1,1,1.0
9667,HD8_S21_L004_contig_2335,Unassigned,Unassigned,Unassigned,3466_0,Clustered,2,VC_3466_0,2,0.7163,0.81445332,0.5834,1,1,1,1.0
9668,HD8_S21_L004_contig_2345,Unassigned,Unassigned,Unassigned,2859_0,Clustered,12,VC_2859_0,12,0.4448,1.0,0.4448,1,1,1,0.9697
9669,HD8_S21_L004_contig_2358,Unassigned,Unassigned,Unassigned,1029_0,Clustered,3,VC_1029_0,3,0.3186,0.99794815,0.318,1,1,1,1.0
9670,HD8_S21_L004_contig_236,Unassigned,Unassigned,Unassigned,541_0,Clustered,22,VC_541_0,22,0.4486,1.0,0.4486,1,1,1,0.9221
9671,HD8_S21_L004_contig_2368,Unassigned,Unassigned,Unassigned,1633_0,Clustered,8,VC_1633_0,8,0.3999,1.0,0.3999,1,1,1,1.0
9672,HD8_S21_L004_contig_2423,Unassigned,Unassigned,Unassigned,2811_0,Clustered,4,VC_2811_0,4,0.7329,0.99979867,0.7328,1,1,1,1.0
9673,HD8_S21_L004_contig_2452,Unassigned,Unassigned,Unassigned,916_0,Clustered,26,VC_916_0,26,0.5275,1.0,0.5275,1,1,1,0.9354
9674,HD8_S21_L004_contig_2474,Unassigned,Unassigned,Unassigned,925_5,Clustered/Singleton,1,VC_925_5,1,0.0,1.0,0.0,1,1,1,1.0
9675,HD8_S21_L004_contig_2492,Unassigned,Unassigned,Unassigned,1140_0,Clustered,2,VC_1140_0,2,0.1138,0.94353777,0.1074,1,1,1,1.0
9676,HD8_S21_L004_contig_2514,Unassigned,Unassigned,Unassigned,1573_0,Clustered,3,VC_1573_0,3,0.1388,0.99766072,0.1385,1,1,1,0.6667
9677,HD8_S21_L004_contig_2525,Unassigned,Unassigned,Unassigned,2734_0,Clustered,7,VC_2734_0,7,0.6811,0.99999912,0.6811,1,1,1,1.0
9678,HD8_S21_L004_contig_259,Unassigned,Unassigned,Unassigned,272_0,Clustered/Singleton,1,VC_272_0,1,0.0,1.0,0.0,1,1,1,1.0
9679,HD8_S21_L004_contig_261,Unassigned,Unassigned,Unassigned,3419_0,Clustered,2,VC_3419_0,2,0.7168,0.81445332,0.5838,1,1,1,1.0
9680,HD8_S21_L004_contig_2617,Unassigned,Unassigned,Unassigned,326_0,Clustered,3,VC_326_0,3,0.3248,0.94678125,0.3075,1,1,1,1.0
9681,HD8_S21_L004_contig_2627,Unassigned,Unassigned,Unassigned,2024_0,Clustered,2,VC_2024_0,2,1.0,1.0,1.0,1,1,1,1.0
9682,HD8_S21_L004_contig_2629,Unassigned,Unassigned,Unassigned,1974_0,Clustered,23,VC_1974_0,23,0.4343,1.0,0.4343,1,1,1,0.9684
9683,HD8_S21_L004_contig_2646,Unassigned,Unassigned,Unassigned,1718_0,Clustered,5,VC_1718_0,5,0.3722,0.99510705,0.3704,1,1,1,0.9
9684,HD8_S21_L004_contig_265,Unassigned,Unassigned,Unassigned,3446_0,Clustered,2,VC_3446_0,2,0.7851,0.5,0.3926,1,1,1,1.0
9685,HD8_S21_L004_contig_2651,Unassigned,Unassigned,Unassigned,2543_0,Clustered,5,VC_2543_0,5,0.4384,0.87993964,0.3857,1,1,1,1.0
9686,HD8_S21_L004_contig_268,Unassigned,Unassigned,Unassigned,3790_0,Clustered,2,VC_3790_0,2,0.302,0.89435023,0.2701,1,1,1,1.0
9687,HD8_S21_L004_contig_2735,Unassigned,Unassigned,Unassigned,1548_0,Clustered,6,VC_1548_0,6,0.2072,0.99998092,0.2072,1,1,1,0.9333
9688,HD8_S21_L004_contig_2745,Unassigned,Unassigned,Unassigned,2093_0,Clustered,10,VC_2093_0,10,0.2297,0.99890513,0.2294,1,1,1,1.0
9689,HD8_S21_L004_contig_2751,Unassigned,Unassigned,Unassigned,3832_0,Clustered,2,VC_3832_0,2,0.4045,0.5,0.2023,1,1,1,1.0
9690,HD8_S21_L004_contig_2760,Unassigned,Unassigned,Unassigned,325_0,Clustered,6,VC_325_0,6,0.272,0.99999999,0.272,1,2,2,1.0
9691,HD8_S21_L004_contig_2762,Unassigned,Unassigned,Unassigned,2223_0,Clustered,15,VC_2223_0,15,0.9129,1.0,0.9129,1,1,1,1.0
9692,HD8_S21_L004_contig_2779,Unassigned,Unassigned,Unassigned,354_0,Clustered,7,VC_354_0,7,0.3954,1.0,0.3954,1,1,1,1.0
9693,HD8_S21_L004_contig_2797,Unassigned,Unassigned,Unassigned,2377_0,Clustered,2,VC_2377_0,2,0.0384,0.91813282,0.0352,1,1,1,1.0
9694,HD8_S21_L004_contig_2805,Unassigned,Unassigned,Unassigned,2255_0,Clustered,13,VC_2255_0,13,0.65,1.0,0.65,1,1,1,0.9359
9695,HD8_S21_L004_contig_2823_fragment_2,Unassigned,Unassigned,Unassigned,3378_0,Clustered,2,VC_3378_0,2,0.8825,0.85557782,0.755,1,1,1,1.0
9696,HD8_S21_L004_contig_2839,Unassigned,Unassigned,Unassigned,3375_0,Clustered,6,VC_3375_0,6,0.9091,0.99931586,0.9085,1,1,1,1.0
9697,HD8_S21_L004_contig_2843,Unassigned,Unassigned,Unassigned,1504_0,Clustered,2,VC_1504_0,2,0.6376,0.87921671,0.5606,1,1,1,1.0
9698,HD8_S21_L004_contig_2845,Unassigned,Unassigned,Unassigned,349_0,Clustered,2,VC_349_0,2,0.0,1.0,0.0,1,1,1,1.0
9699,HD8_S21_L004_contig_2864,Unassigned,Unassigned,Unassigned,557_0,Clustered,12,VC_557_0,12,0.6188,1.0,0.6188,1,1,1,0.9545
9700,HD8_S21_L004_contig_2871,Unassigned,Unassigned,Unassigned,2612_0,Clustered,3,VC_2612_0,3,0.9825,0.81445332,0.8002,1,1,1,1.0
9701,HD8_S21_L004_contig_2898,Unassigned,Unassigned,Unassigned,3877_0,Clustered,4,VC_3877_0,4,1.0,1.0,1.0,1,1,1,1.0
9702,HD8_S21_L004_contig_2905,Unassigned,Unassigned,Unassigned,2084_0,Clustered,2,VC_2084_0,2,0.2645,0.5,0.1323,1,1,1,1.0
9703,HD8_S21_L004_contig_2917,Unassigned,Unassigned,Unassigned,1756_0,Clustered,21,VC_1756_0,21,0.4304,1.0,0.4304,1,1,1,0.9333
9704,HD8_S21_L004_contig_2924,Unassigned,Unassigned,Unassigned,1330_0,Clustered,6,VC_1330_0,6,0.942,0.99999919,0.942,1,1,1,1.0
9705,HD8_S21_L004_contig_2932,Unassigned,Unassigned,Unassigned,3320_0,Clustered,2,VC_3320_0,2,0.9039,0.72985431,0.6597,1,1,1,1.0
9706,HD8_S21_L004_contig_2958,Unassigned,Unassigned,Unassigned,2578_0,Clustered,3,VC_2578_0,3,0.3703,0.99728193,0.3693,1,1,1,1.0
9707,HD8_S21_L004_contig_299,Unassigned,Unassigned,Unassigned,236_0,Clustered,29,VC_236_0,29,0.5773,1.0,0.5773,1,1,1,0.9433
9708,HD8_S21_L004_contig_3088,Unassigned,Unassigned,Unassigned,3012_0,Clustered,3,VC_3012_0,3,0.0551,0.68525985,0.0377,1,1,1,1.0
9709,HD8_S21_L004_contig_3102,Unassigned,Unassigned,Unassigned,2874_0,Clustered,2,VC_2874_0,2,0.4465,0.94855438,0.4236,1,1,1,1.0
9710,HD8_S21_L004_contig_3107,Unassigned,Unassigned,Unassigned,332_0,Clustered,4,VC_332_0,4,0.32,0.99997021,0.32,1,1,1,1.0
9711,HD8_S21_L004_contig_3134,Unassigned,Unassigned,Unassigned,283_0,Clustered,3,VC_283_0,3,0.8573,0.87736094,0.7521,1,1,1,1.0
9712,HD8_S21_L004_contig_3147,Unassigned,Unassigned,Unassigned,1718_0,Clustered,5,VC_1718_0,5,0.3722,0.99510705,0.3704,1,1,1,0.9
9713,HD8_S21_L004_contig_3149,Unassigned,Unassigned,Unassigned,3789_0,Clustered,3,VC_3789_0,3,0.961,0.92554266,0.8894,1,1,1,1.0
9714,HD8_S21_L004_contig_317,Unassigned,Unassigned,Unassigned,1600_0,Clustered,8,VC_1600_0,8,0.3608,1.0,0.3608,1,1,1,0.8571
9715,HD8_S21_L004_contig_3170,Unassigned,Unassigned,Unassigned,2114_0,Clustered,15,VC_2114_0,15,0.6512,1.0,0.6512,1,1,1,1.0
9716,HD8_S21_L004_contig_3172,Unassigned,Unassigned,Unassigned,264_0,Clustered,10,VC_264_0,10,0.3002,1.0,0.3002,1,1,1,0.9778
9717,HD8_S21_L004_contig_3180,Unassigned,Unassigned,Unassigned,2277_0,Clustered,6,VC_2277_0,6,0.4896,1.0,0.4896,1,1,1,1.0
9718,HD8_S21_L004_contig_3186,Unassigned,Unassigned,Unassigned,2058_0,Clustered,7,VC_2058_0,7,0.5784,0.99982741,0.5783,1,1,1,0.9048
9719,HD8_S21_L004_contig_3254,Unassigned,Unassigned,Unassigned,374_0,Clustered,3,VC_374_0,3,0.0946,0.99465632,0.0941,1,1,1,1.0
9720,HD8_S21_L004_contig_326,Unassigned,Unassigned,Unassigned,787_0,Clustered,2,VC_787_0,2,0.0551,0.95399717,0.0526,1,1,1,1.0
9721,HD8_S21_L004_contig_3273,Unassigned,Unassigned,Unassigned,3447_0,Clustered,2,VC_3447_0,2,0.6915,0.5,0.3458,1,1,1,1.0
9722,HD8_S21_L004_contig_3274,Unassigned,Unassigned,Unassigned,1_0,Clustered,19,VC_1_0,19,0.4021,1.0,0.4021,3,2,2,1.0
9723,HD8_S21_L004_contig_3278,Unassigned,Unassigned,Unassigned,1073_0,Clustered,2,VC_1073_0,2,0.2959,0.93583886,0.2769,1,1,1,1.0
9724,HD8_S21_L004_contig_3291,Unassigned,Unassigned,Unassigned,3745_0,Clustered,2,VC_3745_0,2,1.0,1.0,1.0,1,1,1,1.0
9725,HD8_S21_L004_contig_3316,Unassigned,Unassigned,Unassigned,2638_0,Clustered,2,VC_2638_0,2,0.4562,0.87921671,0.4011,1,1,1,1.0
9726,HD8_S21_L004_contig_3326,Unassigned,Unassigned,Unassigned,480_0,Clustered,3,VC_480_0,3,0.358,0.99772135,0.3572,1,1,1,1.0
9727,HD8_S21_L004_contig_3334,Unassigned,Unassigned,Unassigned,1708_0,Clustered,8,VC_1708_0,8,0.4535,0.99999997,0.4535,1,1,1,1.0
9728,HD8_S21_L004_contig_3356,Unassigned,Unassigned,Unassigned,3414_0,Clustered,3,VC_3414_0,3,1.0,1.0,1.0,1,1,1,1.0
9729,HD8_S21_L004_contig_3368,Unassigned,Unassigned,Unassigned,1969_0,Clustered,6,VC_1969_0,6,0.7871,0.99997131,0.7871,1,1,1,1.0
9730,HD8_S21_L004_contig_3371,Unassigned,Unassigned,Unassigned,2005_0,Clustered,2,VC_2005_0,2,0.2435,0.93376822,0.2273,1,1,1,1.0
9731,HD8_S21_L004_contig_3374,Unassigned,Unassigned,Unassigned,2472_0,Clustered,10,VC_2472_0,10,0.7599,1.0,0.7599,1,1,1,1.0
9732,HD8_S21_L004_contig_3486,Unassigned,Unassigned,Unassigned,2981_0,Clustered,4,VC_2981_0,4,0.5158,0.99993533,0.5158,1,1,1,1.0
9733,HD8_S21_L004_contig_3517,Unassigned,Unassigned,Unassigned,223_0,Clustered,2,VC_223_0,2,0.8558,0.5,0.4279,1,1,1,1.0
9734,HD8_S21_L004_contig_3526,Unassigned,Unassigned,Unassigned,140_0,Clustered,2,VC_140_0,2,0.8638,0.72985431,0.6304,1,1,1,1.0
9735,HD8_S21_L004_contig_3540,Unassigned,Unassigned,Unassigned,2092_0,Clustered,5,VC_2092_0,5,0.1182,0.99991425,0.1182,1,1,1,1.0
9736,HD8_S21_L004_contig_3541,Unassigned,Unassigned,Unassigned,369_0,Clustered,8,VC_369_0,8,0.0906,0.994182,0.0901,1,1,1,1.0
9737,HD8_S21_L004_contig_364,Unassigned,Unassigned,Unassigned,1679_0,Clustered,15,VC_1679_0,15,0.7049,1.0,0.7049,1,1,1,1.0
9738,HD8_S21_L004_contig_3651,Unassigned,Unassigned,Unassigned,232_0,Clustered,23,VC_232_0,23,0.4841,1.0,0.4841,1,1,1,0.8577
9739,HD8_S21_L004_contig_3784,Unassigned,Unassigned,Unassigned,3884_0,Clustered,2,VC_3884_0,2,1.0,1.0,1.0,1,1,1,1.0
9740,HD8_S21_L004_contig_379,Unassigned,Unassigned,Unassigned,966_0,Clustered,50,VC_966_0,50,0.5563,1.0,0.5563,1,1,1,1.0
9741,HD8_S21_L004_contig_3809,Unassigned,Unassigned,Unassigned,2229_0,Clustered,2,VC_2229_0,2,0.7158,0.81445332,0.583,1,1,1,1.0
9742,HD8_S21_L004_contig_383,Unassigned,Unassigned,Unassigned,1887_0,Clustered,2,VC_1887_0,2,0.5535,0.91813282,0.5082,1,1,1,1.0
9743,HD8_S21_L004_contig_390,Unassigned,Unassigned,Unassigned,2076_0,Clustered,7,VC_2076_0,7,0.5953,0.9999999,0.5953,1,1,1,1.0
9744,HD8_S21_L004_contig_393,Unassigned,Unassigned,Unassigned,2306_0,Clustered,2,VC_2306_0,2,0.672,0.72985431,0.4905,1,1,1,1.0
9745,HD8_S21_L004_contig_3932,Unassigned,Unassigned,Unassigned,1873_0,Clustered,13,VC_1873_0,13,0.9231,0.9999995,0.9231,1,1,1,1.0
9746,HD8_S21_L004_contig_3987,Unassigned,Unassigned,Unassigned,3463_0,Clustered,2,VC_3463_0,2,1.0,1.0,1.0,1,1,1,1.0
